Date,Language,Accident Type,Sector (others only),Reported Cause (detail),Cause Tags,Time of Day,Victim Gender,Victim Age(s),Severity,Source,Title,Title (English),Cities,Highways,Killed,Injured,Image URL,Link,Is Duplicate,Event Group,Article Text
2026-08-19,English,train,,,,,,,Not stated,,KSTDC rolls out SOPs to standardise operations and enhance guest experience at Mayura hotels,KSTDC rolls out SOPs to standardise operations and enhance guest experience at Mayura hotels,Karnataka,,,,https://th-i.thgim.com/public/incoming/39rmn/article71365759.ece/alternates/LANDSCAPE_1200/MYSRI_5-12-2009_19-4-29_06MYPIC10.JPG,https://www.thehindu.com/news/national/karnataka/kstdc-rolls-out-sops-to-standardise-operations-and-enhance-guest-experience-at-mayura-hotels/article71364588.ece,0,cddbb2cc2925663e650755e975db2c0e162e4a16,"KSTDC introduces SOPs to enhance guest experiences and train staff across Mayura hotels in Karnataka. Account subscription benefits alongside Premium Stories, Editorials, Opinions and more. Unlock these with Subscription The View From India Looking at World Affairs from the Indian perspective."
2026-08-19,English,others,gas cylinder,,,,,,Fatal,NDTV,"3 Killed, 3 Injured As CNG Cylinder Explodes At Fuel Pump In Delhi - NDTV","3 Killed, 3 Injured As CNG Cylinder Explodes At Fuel Pump In Delhi - NDTV",Delhi,,3,3,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPeDhsdURnMWYwLWlXR2RiazdMSXh1R0xXd3h0ZFFkaURoNjhvWGJvd2VYaEFzSk9PNUlrWlRTWVBxVzJqWXppUEpQdjdBOXQ2VWd0N2RGZkxYZEJRRDBUTDZhUkM2Ty03eU5ZcDVJSGtRc0xsUU1FX0dBMjljZzNQZGo0VEF4ajM4MVptZFJZcTJrRExsV2NPejg0YXA3bnU0d0hlMWRkcFFlUdIBsgFBVV95cUxNNkhzbFZWVXdwalY5QmFaNHM2bjZhWTFsck9BNHBuZ0JPUUNDTGQ3MXc2ZlpiVldON2VrTm41dksySGJsaUJiSmJwdGY4NktSb1RnREdFSkVmQTRnbE9zYWlDaFdZbUdEX3BVUnVZSXdwVHBUZzVmOFp4dklvTDNjdkgxU19sWjVXeDJpZmxrM0FqdkpqT3Q1eTdlQUZJZExhcUhfRmZBZkdJSmY2S1c3aUtB?oc=5,0,ff262a426a7e93c70730abfb7e5ecf6603b343f2,-
2026-08-19,Hindi,roadway,,,,,,,Fatal,Amar Ujala,"Bihar: पूर्णिया में दर्दनाक सड़क हादसा, ट्रैक्टर-बाइक की भीषण टक्कर में दो युवकों की मौत; गहरे शोक में परिवार - Amar Ujala","Bihar: Tragic road accident in Purnia, two youths died in a horrific tractor-bike collision; Family in deep mourning - Amar Ujala
Bihar: Tragic road accident in Purnia, two youths died in a horrific tractor-bike collision; Family in deep mourning Amar Ujala",Purnia; Bihar,,2,,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMigwJBVV95cUxQTk9RZGU2Z1JVMTBpWWZ1U2VYUzNNdGtXcXdvUW55WGRjSXZrOFRCQ3AyaHFBNHhCSHNza2dEazlDUDFfMzBqeTJSa2tnU0NwSHMzeEt4aHVvb3AwVld2X2o2Vy1LYnRWX0Q2a2tDczM0cWNpQnl1MGRWQWhDc21UMnpvdjhHNHhUS2U2OERLbmdvV005eFozQ1F5RzAzMnVhd0phd1dJcHRIWFYxSDRDbDVFNzZ5a3cyUnp2d2xXa3VwQWMwbzlaTnJhR3FEN0RNeWptTVdodThZM3JvT3Rmek9CNkFNbzJORHppOUs1VTdSam44ZXU4X0xvX1hRNy1RMExV0gGIAkFVX3lxTE1qMXNXUEtQbXNYX1l3eXdwRk85SEVCUHhFYTltdlFpcTlnSWYxdXU1OEJNWkxsbkJWUFFoOF9CMnR2N1R0dXJZeUtrei1jVFlBTm1jOGNkZmt1cXJxZDktQUMtRzRJN2lKQTZkWlVPOEk1bEhEeDdJOWtqUTdWUXFpdmJ3WVFIWjVaU2FLSnFSRXNDRFllci03WUV5aG1IbEZXZFIwS3I1M292SWVoTmRRVy1oajZHZVlqNlgtZWJfWDYwb3hlcUdWXzg4UzFId3NpdWEwaG9vWkY0RVQ5X3hpM3VlME44N3c1ZVRNUEZOZXNTNjNhX0lHRVdrTmF2dV93cUp5LWpZYQ?oc=5,1,1eb8b70a49bad0164a9d1cbea90f1ac3a0496770,-
2026-08-19,Tamil,roadway,,,,,,,Fatal,Dinamalar,"தமிழகத்தில் ஏழு மாதங்களில் 10,309 பேர் சாலை விபத்துகளில் உயிரிழப்பு - Dinamalar","10,309 killed in road accidents in Tamil Nadu in seven months - Dinamalar
10,309 people died in road accidents in Tamil Nadu in seven months Dinamalar",Tamil Nadu,,10,,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMivAFBVV95cUxOZ3RZdk1MWEZiRDBDWk55SGk1TVY0ZE5DOUF3V1I3RkQycjQ0T0ZrZl9wQnpJUF8zX1pXSVN2NXVfeWpYd0xpczhiTnZTSThUcEJFS2xoVUVIRnFPNzRzeUpSRERucWQ5Sjd6M2Eta3paam9YMnVNakhDU3FhakJCTV9XLXZ4MGtlWHhHZHlZN2w4M1BlWDBfV3RfTmNzMkFqNWZzbW13QmdsQzRuTUxMb1ZNRktRdzhfVnVUTQ?oc=5,1,f9c4e36bc90bfae038943b5ac3d5854cfcb7be22,-
2026-08-19,Marathi,roadway,,,,,Female,,Fatal,Deshdoot,Accident : बस आणि ट्रकचा अपघात; दोन महिला ठार; १० प्रवाशांची प्रकृती गंभीर - Deshdoot,"Accident: Bus and truck accident; Two women killed; Condition of 10 passengers critical - Deshdoot
Accident: Bus and truck accident; Two women killed; 10 passengers in critical condition Deshdoot",,,2,,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMixgFBVV95cUxQbXctU1A2NlluRmQwaTdpNWF2eXN5SFd0SjZFRVRrMjVJWkFQYnFzSnFDSG9ZZDkweGN0SjJLRzJkZGQ0UG1iNnBCMVB1dS1xV3FkVDZTUHdGbURSM2I0MktxOGRzVm5HWlIxRXJ0RVRvdllLTkluN0piVF83WWxfQVNqeTgzcUEyWFM0azRMX0tZT2FReGJIYW5oQXZpbmxSLUZvT3NBOVNqM2xhMld5V01SYXluYXhtQUJyRjhjV2E4Zmg2bWc?oc=5,1,f9c4e36bc90bfae038943b5ac3d5854cfcb7be22,-
2026-08-19,Hindi,roadway,,,,,Male,,Fatal,livehindustan.com,"सड़क हादसे में युवक की मौत, केस - livehindustan.com","Youth dies in road accident, case - livehindustan.com
Youth dies in road accident, case    livehindustan.com",,,10,,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMiywFBVV95cUxQWFlZTFNwY3lITUxyZ3VfUjFQMU5WYlg1U3BwMmJFMkR2a2tBS1FGOWlhcmtBaEMzeVpLQUV4d3Z4YWY2VWVSSE5UQ0FQRFNJNEtpaHpzekpTNk55MmFaV0t5cDB2TWdKZ3VjcFNaTVV1T3BsVzRVcHJhYTMwTGV6ckF5TjdrdkVjbldDZFVpOUtPa0h0eE43czFQa3RoU25FVmpQcmVSbUJ1aXN2T2dOOWlUMlFMbmhMMVJieS16VkZsaVozMmlSelZLRdIBywFBVV95cUxQWFlZTFNwY3lITUxyZ3VfUjFQMU5WYlg1U3BwMmJFMkR2a2tBS1FGOWlhcmtBaEMzeVpLQUV4d3Z4YWY2VWVSSE5UQ0FQRFNJNEtpaHpzekpTNk55MmFaV0t5cDB2TWdKZ3VjcFNaTVV1T3BsVzRVcHJhYTMwTGV6ckF5TjdrdkVjbldDZFVpOUtPa0h0eE43czFQa3RoU25FVmpQcmVSbUJ1aXN2T2dOOWlUMlFMbmhMMVJieS16VkZsaVozMmlSelZLRQ?oc=5,1,f9c4e36bc90bfae038943b5ac3d5854cfcb7be22,-
2026-08-19,Bengali,roadway,,,,,,,Fatal,newsg24,সড়ক দুর্ঘটনায় নিহত; আহতদের পরিবারের পাশে আনোয়ারুল ইসলাম রাজু - newsg24,"Killed in a road accident; Anwarul Islam Raju next to the families of the injured - newsg24
Killed in a road accident; Anwarul Islam Raju next to the families of the injured newsg24",,,24,24,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBlT01CbGszSDlrb1pyZVFBT2ZRMktZNDdURzFWSG9pbTdBWnJNMXZBaTRGanpqZldtT3pSWXdXVHhXeXJoTU5NMU1ZeWZrTnpoTDRwTFRYZVd2TUU?oc=5,1,f9c4e36bc90bfae038943b5ac3d5854cfcb7be22,-
2026-08-19,Hindi,roadway,,,hit divider barrier,,Male,,Fatal,Jagran,"इटावा में आगरा-लखनऊ एक्सप्रेसवे पर डिवाइडर से टकराई बाइक, चालक की मौत - Jagran","Bike collides with divider on Agra-Lucknow Expressway in Etawah, driver dies - Jagran
Bike collides with divider on Agra-Lucknow Expressway in Etawah, driver dies    Jagran",Lucknow; Etawah; Agra,Agra-Lucknow-Expressway,1,,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMiugFBVV95cUxOWU1hd29xVS1UN05rMmRxNUwzZGxMbFBqdkcyN2FGdFFnRFBPeFNzS19SZ3lSRjNZRUJmdTktcXgyczhVTm1OOXFQWGtjNjBnRGtZemc4UUt6UU9SeXA4LVpCZjJocHBzbVRXbzYyeWpsai1DM2JZTG1SS2V0OEN5LVUwQzBnMkRMT0ZnTUswdHUzaGpDNXFWVjRGNG9OM0lqcmlQZnFiUG9xdFRzVkJEM2RVZU40dGdEdGc?oc=5,0,2dea3b9c2f4dc3dfef7ee6ab5954a3ece500ee4e,-
2026-08-19,English,others,unspecified,"After accused Samarth Singh and his mother Giribala Singh came to know about this, they allegedly pressured her to transfer the money.",,,Female,,Not stated,,"Rs 20 Lakh, Chinese Stocks Bet: Money Trail Revealed In Twisha Sharma's Death","Rs 20 Lakh, Chinese Stocks Bet: Money Trail Revealed In Twisha Sharma's Death",,,,,"https://c.ndtvimg.com/2026-05/qe2giegc_image_160x120_23_May_26.jpg?im=FeatureCrop,algorithm=dnn,width=1280,height=720",https://www.ndtv.com/india-news/rs-20-lakh-chinese-stocks-bet-money-trail-revealed-in-twisha-sharmas-death-11931734#publisher=newsstand,0,b5cb1920af48db7dd3554a593623fed6ccf0ca96,-
2026-08-19,Hindi,roadway,,,hit divider barrier,,Male,,Not stated,Amar Ujala,"आगरा में हाईवे पर भयानक हादसा: डिवाइडर पर चढ़ा ट्रक, केबिन में फंसे चालक-परिचालक; हाईवे पर लगी वाहनों की कतार - Amar Ujala","Horrible accident on the highway in Agra: Truck mounted on divider, driver-conductor trapped in cabin; Queue of vehicles on the highway - Amar Ujala
Horrible accident on the highway in Agra: Truck mounted on divider, driver-conductor trapped in cabin; Queue of vehicles on the highway Amar Ujala",Agra,,,,https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNQmxlTnBhYjlhQkFrLTVxZ2RjTzZUem5hRlY4OXNUYTdfQVhWSGxwSGVJQ0x0MzZCaGI4VmtMVmlzanhVODJvckg3eWh6d0dHSjlxUm52eFcwNkNCT3h4c3JlNHdNU2gzVEhBSlZMZHBLUEZPRFozdElxM3VhRDgwbnVoXzJnWDRkTkZ5S28zWUx6S3JDNmUydkNfT1dZY2V2MGVpeHJFUk1NTlZ0MW92Wk9tN0h5R25GdHp5em9kWUsyRTlkSGktNVYzdjIyOFRZenAzedIB2gFBVV95cUxNNFM5b2pHeFJzNjZMYk5TM0FFNzZJbjNwVGVvblNwM1FCam1ETW5NQkNaNDVMOWRmTGNSVUlyOVNTNlNQQlluMUNGdmVyelRJMHMwN0FMVnF0bDR5NDYtTnprbzJSd2FocWZ0dEdPYlFqcEdMNE5pSDh4Qk5yWGRGcnQ5Q1VLT3h2NlJvM3BNNUZuV2xqYmdyRFRDOXU3bFlUOGgzalJRNzNuWHJzc0FocUpnTFp4VjZQSTV2Ym9ZSERzUXlMSV8xYlA1RXUwT3JISTVWVG13cUFadw?oc=5,0,e335e309b32a4fb143569d3724450597e47a5bd8,-
